web-scraper-order,web-scraper-start-url,Product,Product-href,Name,price,Rating,Review,Description,ASIN,Product Description,Manufracturer
1692631175-234,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",https://www.amazon.in/Tabelito-NEXA-Backpack-Business-Compartment/dp/B0C2D3YR7T/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1692631110&sprefix=ba%2Caps%2C283&sr=8-74,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY)",399,115 ratings,4.2 out of 5 stars,"MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex",B0C2D3YR7T,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ‎Tabelito Trade India"
1692631179-235,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Casual Backpack,https://www.amazon.in/Gear-Black-Casual-Backpack-MDBKPECO50104/dp/B0757MBSS6/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1692631110&sprefix=ba%2Caps%2C283&sr=8-73,Gear Casual Backpack,399,"2,244 ratings",3.8 out of 5 stars,Water Resistance: Water resistant,Gear,,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 30 August 2017"
1692631191-236,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,https://www.amazon.in/Nivia-6853-Polyester-Basic-Duffle/dp/B07FWQ9HRV/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1692631110&sprefix=ba%2Caps%2C283&sr=8-72,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,269,"3,839 ratings",4.0 out of 5 stars,Main large compartment with double zip closure,,,
1692631196-237,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),https://www.amazon.in/Gear-Black-Laptop-Backpack-LBPASPIRE0104/dp/B075MK4TXP/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1692631110&sprefix=ba%2Caps%2C283&sr=8-71,Gear Aspire 30L Water Restant Office Laptop Bag/Backpack for Men/Women/(Black),"1,115","6,154 ratings",4.4 out of 5 stars,Water Resistance: Water resistant,B075MK4TXP,Two main compartments. Two additional front pocket and two bottle pocket. Padded cushion back panel and easily adjustable padded shoulder straps with anti sweat fabric underneath. Grab handle and padded laptop sleeve with elastic tape.,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise PVT LTD"
1692631204-238,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),https://www.amazon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9FLPNX/ref=sr_1_70?crid=2M096C61O4MLT&keywords=bags&qid=1692631110&sprefix=ba%2Caps%2C283&sr=8-70,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),269,71 ratings,3.1 out of 5 stars,"STURDY ZIPPERS AND ADJUSTABLE STRAPS: Straps can be adjusted to the user's needs, & good zippers make it simple to frequently take things out and keep them without causing wear and tear.",,,
1692631209-239,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Safari Tribe 35 Ltrs Large Laptop Backpack with 3 Compartments, Water Resistant Fabric - Black (TRIBE19CBBLK)",https://www.amazon.in/Safari-Laptop-Backpack-Compartments-Resistant/dp/B09B27S9SG/ref=sr_1_69?crid=2M096C61O4MLT&keywords=bags&qid=1692631110&sprefix=ba%2Caps%2C283&sr=8-69,"Safari Tribe 35 Ltrs Large Laptop Backpack with 3 Compartments, Water Resistant Fabric - Black (TRIBE19CBBLK)","1,109","1,711 ratings",3.8 out of 5 stars,Mesh pockets on both sides to accommodate your water bottle and umbrella,,,
1692631215-240,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1692631110&sprefix=ba%2Caps%2C283&sr=8-68,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE__0521_Black),429,"9,295 ratings",4.3 out of 5 stars,Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle.,Auxter,,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 20 November 2017"
1692631220-241,https://www.amazon.in/s?k=bags&page=5&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1692631110&sprefix=ba%2Caps%2C283&sr=8-67,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",959,"1,053 ratings",3.7 out of 5 stars,Mesh pockets on both sides to accommodate your water bottle and umbrella,B09B2581S9,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries"
1692631231-242,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,https://www.amazon.in/Half-Moon-Resistant-Backpack-Compartment/dp/B0BHX7GY16/ref=sr_1_68?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-68,Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,849,"3,442 ratings",3.9 out of 5 stars,"Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.",B0BHX7GY16,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Amazing Bags"
1692631239-243,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,https://www.amazon.in/ADISA-BP010-Weight-Casual-Backpack/dp/B07MXL986B/ref=sr_1_67?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-67,ADISA 32 Ltrs Water Resistant Casual Travel Bagpack/College Backpack/School Office Bag for Men and Women,499,"4,122 ratings",3.9 out of 5 stars,,B07MXL986B,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ADISA"
1692631246-244,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,https://www.amazon.in/Half-Moon-Backpack-Spacious-Multiple/dp/B0C6N3MYL2/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-66,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets,649,229 ratings,3.6 out of 5 stars,"Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.",B0C6N3MYL2,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Half_Moon"
1692631253-245,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"HP Lightweight 200 15.6-inch Laptop Backpack with Padded Shoulder Straps, Green",https://www.amazon.in/HP-Lightweight-200-Green-Backpack/dp/B08CY1XYFL/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-65,"HP Lightweight 200 15.6-inch Laptop Backpack with Padded Shoulder Straps, Green","1,646",278 ratings,4.3 out of 5 stars,"Padded shoulder straps enable comfort even when the bag is at max load, plus a mesh padded back panel to support and keep you cool and comfortable even on extended use.",B08CY1XYFL,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Korrun India Pvt. Ltd."
1692631261-246,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Genie Spray School Bag for Girls, 19 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls",https://www.amazon.in/Genie-Ltrs-School-Backpack-SPRAY19SBBLU/dp/B07QFF2RZR/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-64,"Genie Spray School Bag for Girls, 19 inch Backpack for Women, 3 compartments Water Resistant Stylish and Trendy College Backpacks for Girls","1,155","1,657 ratings",4.0 out of 5 stars,Number of compartments: 3,B07QFF2RZR,"With bold geometric print, the Genie spray backpack is perfect to stand out amongst your friends. Made with nylon twill, the feather-light pack comes with an insulated front pocket to keep lunch warm. The spacious three compartment bag has an additional front pocket, a secret compartment.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries (India) Ltd"
1692631269-247,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B277CR5/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-63,"Safari Spartan 21 Ltrs Water Resistant Backpack - Teal, S (SPARTAN19CBTEA)",609,953 ratings,3.8 out of 5 stars,Mesh pockets on both sides to accommodate your water bottle and umbrella,B09B277CR5,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries"
1692631275-248,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,ADISA Women's Girls Party Sling Bag Crossbody,https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-62,ADISA Women's Girls Party Sling Bag Crossbody,394,613 ratings,3.9 out of 5 stars,"Pockets: 1, Compartments: 1",B0B2WBJ2H8,"Box sling bag made with high quality PU with fancy show fitting on the front. The sling belt is a full length PU belt which is height adjustable. Inside it has 1 main compartment for convenience of storing your essentials with ease and without any hassle. This is a new and fresh design which is trending in the current fashion season. A classy and stylish sling perfect for parties and clubbing, or for casual daily use.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 ADISA"
1692631282-249,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag (Black),https://www.amazon.in/Nivia-Deflate-5180BK-Polyester-Round/dp/B07222KX3S/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-61,NIVIA Deflate Round 01 Polyester Gym Bag/Unisex Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Carry Gym Accessories/Fitness Bag/Sports &Travel Bag/Gym kit Bag (Black),459,"5,888 ratings",4.2 out of 5 stars,"Lightweight and fold-able, It's easy to fold up into small compact space.",,,
1692631290-250,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Vintage2 28L Medium Size Faux Leather Water Resistant Anti Theft Unisex LaptopBackpack- Navy,https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-58,Gear Vintage2 28L Medium Size Faux Leather Water Resistant Anti Theft Unisex LaptopBackpack- Navy,969,"3,350 ratings",4.4 out of 5 stars,Capacity: 28 liters; Weight: 600 grams; Dimensions: 48 cms x 33 cms x 18 cms (LxWxH),B07G4HH78P,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.","Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Gear Merchandise PVT LTD"
1692631298-251,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,https://www.amazon.in/School-school-partition-Collage-Backpack/dp/B09NNYCQ1Q/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-57,URBAN CARRIER School Bag For girls school bags for boys Class 5-10 Large 4 partition 45 L Laptop Collage Office Travel Unisex Backpack,431,"1,080 ratings",3.5 out of 5 stars,"Fabric : Polyester, Stylish And Durable Backpack For Office School /College And Travel. Easily Accommodate A Laptop. Size: 40 Cm X 33 Cm X 25 Cm<br><br>",B09NNYCQ1Q,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 URBAN CARRIER"
1692631303-252,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Lavie Sport Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,https://www.amazon.in/Lavie-Sport-Chairman-Compatible-compartments/dp/B09YCSCRBW/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-56,Lavie Sport Chairman Backpack with Laptop Sleeve | Premium Leatherette Business Backpack for Men & Women | Durable Office Bag for Notebook/MacBook,849,"1,399 ratings",3.9 out of 5 stars,"Featuring a pass-through trolley handle on the back panel, you can easily secure your backpack to your luggage while navigating the airport or train station. The front pocket is thoughtfully designed with multiple zippered organizers for your keys, pens, cell phone, and power bank, keeping your essentials within reach",B09YCSCRBW,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Bagzone Lifestyle Pvt Ltd"
1692631311-253,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-55,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",599,261 ratings,3.7 out of 5 stars,"Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.",B0BYB631NR,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Rama luxury store"
1692631319-254,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,F Gear String 11 Ltrs Nylon Black Gym Bag,https://www.amazon.in/F-Gear-String-Polyester-33-cms-Black-Drawstring-Gym-Bag/dp/B07PC28YQ9/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-54,F Gear String 11 Ltrs Nylon Black Gym Bag,190,591 ratings,4.0 out of 5 stars,Durable,Uber Fashion Merchandise Pvt. Ltd.,The product will be an excellent pick for you. It ensures an easy maintenance.,"Date First Available
                                    ‏
                                        :
                                    ‎
                                 1 October 2015"
1692631327-255,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Gear Triumph Summer Print 26L Water Resistant Backpack with Rain Cover/School Bag/College Bag/Daypack/Casual Backack for Girls/Women (Blue-Beige),https://www.amazon.in/Gear-Beige-Casual-Backpack-BKPTRMP520522/dp/B00VWM11HQ/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-53,Gear Triumph Summer Print 26L Water Resistant Backpack with Rain Cover/School Bag/College Bag/Daypack/Casual Backack for Girls/Women (Blue-Beige),797,"5,726 ratings",4.2 out of 5 stars,"Capacity: 26 liters, Weight: 0.534 Kg",Gear Merchandise PVT LTD,"Intuitively crafted at the Gear Design Studio to balance comfort, style, endurance and functionality. Gear is reckoned for delivering high quality accessories since its inception and has come up with innovation through the years. It is an ideal inclusion to your collection of bags as it is replete with features. Designed with excellence, it is made from high quality fabric. This backpack is long lasting, lightweight and water repellent as well.","Date First Available
                                    ‏
                                        :
                                    ‎
                                 10 April 2015"
1692631333-256,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-52,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",609,974 ratings,3.8 out of 5 stars,Mesh pockets on both sides to accommodate your water bottle and umbrella,B09B26MB5M,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Safari Industries"
1692631342-257,https://www.amazon.in/s?k=bags&page=4&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",https://www.amazon.in/Step-Backpack-Small-Water-Repellant/dp/B088XG77KN/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1692631222&sprefix=ba%2Caps%2C283&sr=8-51,"Mi Step Out 12 L Mini Backpack (Small Size, Red, Water Repellant)",398,"9,705 ratings",4.1 out of 5 stars,Small Size backpack; Laptop Compatibility: No,,,
1692631355-258,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,motherly Stylish Babies Diaper Bags for Mothers - Economical Version (Grey and Pink),https://www.amazon.in/Motherly-Stylish-Babies-Diaper-Mothers/dp/B07DMKJJB4/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-52,motherly Stylish Babies Diaper Bags for Mothers - Economical Version (Grey and Pink),"1,799","5,922 ratings",4.6 out of 5 stars,"Highlights: 13 well-sized pockets for storage and organization, roomy main section, three 14 cm x 8.15 cm insulated milk bottle pockets, separate dry and wet sections, anti-theft back pocket, front and back openings for easy accessibility, key chain clip, D-rings for hands-free usability, adjustable 5-cm wide cushioned back straps.",,,
1692631363-259,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Wildcraft Nylon 44 Ltrs Casual Backpack (11629-Wolf_Black),https://www.amazon.in/Wildcraft-Wolf_Blk-Casual-Backpack-11629-Wolf_Blk/dp/B079DDT65R/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-51,Wildcraft Nylon 44 Ltrs Casual Backpack (11629-Wolf_Black),"1,769","5,875 ratings",4.3 out of 5 stars,,Wildcraft,"Three compartments for better organisation, side fabric pocket for carrying a bottle, padded back system for better back support, padded shoulder straps for comfort and ease of carrying, quick-grab haul loop, multi-level organiser for storing accessories, sleeve separator, lining separator for better organisation inside the compartment.","Date First Available
                                    ‏
                                        :
                                    ‎
                                 28 January 2018"
1692631369-260,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,https://www.amazon.in/Trajectory-Elegant-15-6-Laptop-Office/dp/B09RK6NCGC/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-50,Trajectory 15.6 Inch Vegan Leather Messenger Laptop bag for men in Office for all laptop like Apple MacBook with 2 Years Warranty and Spacious Multiple Compartment with Expandable Bottom Used as Shoulder and Handbag for Men,"1,399",501 ratings,4.1 out of 5 stars,"SPACIOUS: With 2 Large Main Compartments, 3 Medium Compartments, Inner Accessories pocket, you get plenty of space to store your day to day office things likes Laptop, books, few clothes, bottle, documents and other small essentials. Moreover, the bag is  Expandable upto additional 30% with its bottom chain giving you more space in the hour of need.",B09RK6NCGC,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 Trajectory Marketing LLP"
1692631375-261,https://www.amazon.in/s?k=bags&page=3&crid=2M096C61O4MLT&qid=1692624945&sprefix=ba%2Caps%2C283&ref=sr_pg_2,"Storite Nylon 46 Cm Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)",https://www.amazon.in/Storite-Travel-Bag-Lightweight-GreenPink/dp/B0B3JBYZ8C/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1692631345&sprefix=ba%2Caps%2C283&sr=8-49,"Storite Nylon 46 Cm Multi Purpose Travel Duffle Bag for Women with Dry and Wet Separate Pocket, Lightweight Waterproof Backpack Carry Luggage Bag with Shoe Compartment (GreenPink, 46x23x25 cm)","1,399",376 ratings,4.2 out of 5 stars,"Item Dimensions : Height : 24cm, Width : 27 cm, Lenght : 46 cm , 26.45 Litrs ,Water Resistance Level : Waterprooof.",B0B3JBYZ8C,,"Manufacturer
                                    ‏
                                        :
                                    ‎
                                 NISUN INC., B-201, Greenfield 4+, Vadodara, Gujarat-391410 Email: sales@nisun.in, Phone: 63527-67213"
